"","id","name","sponsor","event","venue","place","physical_description","occasion","notes","call_number","keywords","language","date","location","location_type","currency","currency_symbol","status","page_count","dish_count","lat","lng"
"790",22883,"","MR. AND MRS. C. E. WITT","TENTH WEDDING ANNIVERSARY","OTHER [PRIVATE];","ST. NICHOLAS HOTEL, [NEW YORK, NY?]","CARD; ILLUS; COL; 4X11.25;","ANNIVERSARY;","WINE LISTED; PRINTED ON GRAY STOCK; EMBOSSED VASE OF PURPLE VIOLETS AND LILYS OF THE VALLEY;","1907-082",NA,NA,"1907-01-14","Mr. And Mrs. C. E. Witt",NA,"","","complete",2,21,0,0
"791",22885,"","MR.T.N.JARVIS","DINNER","SOC;","RECTOR'S,NY","BROADSIDE ON SILK,ILLUS; COL;3.25X11;","COMPLIMENTARY/TESTIMONIAL","MENU COMPLETELY PRINTED ON SILK FABRIC;","1906-441",NA,NA,"1906-05-03","Mr.T.N.Jarvis",NA,"","","complete",2,22,0,0
"792",22886,"","ST. REGIS HOTEL","DEJEUNER FOURCHETTE/LUNCHEON","COMMERCIAL","NEW YORK, NY","CARD; 5X8;","","MENU IN FRENCH AND ENGLISH;","1905-504",NA,NA,"1905-06-23","St. Regis Hotel",NA,"Dollars","$","complete",2,191,40.7614222,-73.9747694
"793",22895,"","ST. ANDREW'S SOCIETY OF NY","140TH ANNIVERSARY","RELIG;","DELMONICO'S NY","FOLDER; ILLUS; COL; 5.25 X 8;","ANNIVERSARYERSARY","MENU IN FRENCH; LIST OF WINES WITH PRICES LISTED ON SEPARATE PAGE; TOASTS & SONGS LISTED;","1896-226",NA,NA,"1896-11-30","St. Andrew's Society Of The State Of New York",NA,"Dollars","$","complete",4,45,40.759155,-73.9695533
"794",22896,"","CONEY ISLAND FIRE DEPT..","FIFTH ANNUAL BALL","GOVT;","WEST END HOTEL, (CONEY ISLAND, NY?)","BROADSHEET; 3X5;","OTHER (ANNIVERSARY);","GOLD DECKLED BORDER; ""SUPPER SERVED BY E. de BRAUWERE""","1892-148",NA,NA,"1892-12-07","Coney Island Fire Dept..",NA,"","","complete",2,15,40.5778518,-73.9930031
"795",22899,"","WILDMERE HOUSE","BREAKFAST","COMMERCIAL","MINNEWASKA,NY;","FOLDER; ILLUS; 5.5X7;","","HOURS FOE ALL MEALS LISTED;DAILY MENU CHOICES HANDWRITTEN;PHOTO OF HOTEL;","1905-694",NA,NA,"1905-09-10","Wildmere House",NA,"","","complete",4,77,40.7389026,-73.9937873
"796",22902,"","?","[DINNER]","","DELMONICO'S NY","CARD; ILLUS; COL; 4.5 X 7;","","MENU IN FRENCH;","1898-302",NA,NA,"1898-11-04","Delmonicos",NA,"","","complete",2,22,40.7049016,-74.010377
"797",22928,"","AMERICAN PHARMMCEUTICAL ASSOCIATION","FIFTY-FIFTH ANNUAL MEETING, SHORE DINNER","PROF;","""DREAMLAND"", CONEY ISLAND, NY","CARD; 4.5 X 7.25;","ANNIVERSARY;","","1907-797",NA,NA,"1907-09-06","American Pharmaceutical Association",NA,"","","complete",2,11,40.5235161,-74.4708964
"798",22932,"","SAWDUST CLUB","GRAND TESTIMONIAL BANQUET TO MR. ROBERT FITZSIMMONS BY HIS NEW YORK FRIENDS AND ADMIRERS","SOC;","HOTEL BARTHOLDI, NEW YORK, NY","FOLDER; 5.5X8;","COMPLIMENTARY/TESTIMONIAL","INCLUDES VERY EXTENSIVE LIST OF WINES, LIQUORS SERVED WITH EACH COURSE; ENTERTAINMENT PROGRAM; LISTS OF RECEPTION, BANQUET, & ENTERTAINMENT COMMITTEES; AT END: ""GUEST ARE EARNESTLY REQUESTED NOT TO DANCE ON THE TABLES 'TILL AFTER THE GLASSWARE HAS BEEN RE","1897-119",NA,NA,"1897-04-16","Sawdust Club",NA,"","","complete",4,35,40.7189016,-73.9613395
"799",22936,"","THIRD PANEL SHERIFF'S JURY","ANNUAL DINNER","POL;","DELMONICO'S NY","BOOKLET; RIBBON TRIM; ILLUS; GOLD TRIM;4.75 X 6.75;","ANNUAL","WINES LISTED FOR EACH COURSE; DINNER COMMITTEE & ALL MEMBERS INCLUDED;","1898-094",NA,NA,"1898-02-17","Third Panel Sheriff's Jury",NA,"","","complete",6,33,0,0
"800",22937,"","THE WALDORF","BREAKFAST","COMMERCIAL","[NYC]","CARD; 6 X 8.25;","","PRICED MENU; 9 FLOOR MARKED ON REAR;","1896-088",NA,NA,"1896-04-22","The Waldorf",NA,"Dollars","$","complete",2,120,40.7565217,-73.9741521
"801",22938,"","CHAMPLAIN HOTEL","LUNCHEON","COM","CLINTON COUNTY, NY","BROADSIDE; ILLUS; COL; 5 X 7;","","","1901-2148",NA,NA,"1901-08-13","Champlain Hotel",NA,"","","complete",2,43,40.7412863,-73.9915822
"802",22939,"","HOTEL ST. GEORGE","DINNER","COMMERCIAL","NYACK-ON-HUDSON,NY","BROADSHEET;COL;4.25X6.25;","?","SEATING PLAN ON FRONT;","1894-044",NA,NA,"1894-04-28","Hotel St. George",NA,"","","complete",2,16,40.6978041,-73.9930027
"803",22956,"","MASTERS OF THE THIRD MASONIC DISTRICT","DINNER TENDERED TO R.W. WALTER F. SYKES, D.DGM","SOC;","AURORA GRATA CLUB, BROOKLYN, NY","BOOKLET; ILLUS; 4X5.25;","COMPLIMENTARY/TESTIMONIAL","WINELIST; PHOTOGRAPH OF MR. SYKES; TOASTS; SILK RIBBON ATTACHMENT;","1898-156",NA,NA,"1898-04-23","Masters Of The Third Masonic District",NA,"","","complete",8,29,40.8452089,-73.785972
"804",22966,"","CHAMBER OF COMMERCE","115TH ANNIVERSARY","PROF.","DELMONICO, [NEW YORK, NY?]","FOLDER; 5 x 7.25;","OTHER - ANNIVERSARY","FRENCH","1883-023",NA,NA,"1883-05-08","Chamber Of Commerce",NA,"","","complete",4,29,40.4511707,-74.3007143
"805",22985,"","EMPIRE STATE SOCIETY SONS OF THE AMERICAN REVOLUTION","FOURTH ANNUAL BANQUET","PATR;","DELMONICO'S [NY]","BOOKLET; COL; 5.25 X 7.25;","OTHER (ANNIVERSARY)","BLUE AND GOLD COVER; CALLIGRAPHY; HISTORICAL INFORMATION; CHAMPAGNE; SPEECHES; SEPARATE SEATING LIST;","1896-003",NA,NA,"1896-01-03","Empire State Society Sons Of The American Revolution",NA,"","","complete",16,24,40.7033722,-74.0113732
"806",22998,"","VENDOME HOTEL","CHRISTMAS DINNER","COMMERCIAL","NY","FOLDER; ILLUS; COL; 5.5 X 7;","RELIG. HOLIDAY","MUSICAL PROGRAM LISTED ON BACK;","1899-885",NA,NA,"1899-12-25","Vendome Hotel",NA,"","","complete",4,54,40.6271474,-74.3021677
"807",23006,"","A FEW OF HIS FRIENDS","WELCOME HOME DINNER TENDERED TO THE HONORALBE ROBERT A. VAN WYCK","OTHER (GROUP OF FRIENDS);","NATIONAL DEMOCRATIC CLUB, (?NEW YORK, NY)","BOOKLET; ILLUS; 6X8;","COMPLIMENTARY/TESTIMONIAL","INCLUDES WINE LIST; PHOTOGRAPH ON COVER OF MR. VAN WYCK; INCLUDES LIST OF FRIENDS; SILK RIBBON ATTACHMENT;","1906-744",NA,NA,"1906-10-09","A Few Of His Friends",NA,"","","complete",8,25,0,0
"808",23008,"","COMMITTEE OF THE COOKS AND PASTRY COOKS ASSOCIATION OF NEW YORK","COMPLIMENTARY DINNER TO THE REPRESENTATIVES OF THE PRESS OF NEW YORK","PROF;","MUSCHENHEIM'S, NEW YORK, NY","FOLDER; ILLUS; 5.25 X 7.25;","COMPLIMENTARY/TESTIMONIAL","FRENCH; LIST OF WINES SERVED WITH INDIVIDUAL COURSES;","1892-005",NA,NA,"1892-01-03","Committee Of The Cooks And Pastry Cooks Association Of New York",NA,"","","complete",4,25,40.7120079,-74.0152461
"809",23010,"","COLLEGE OF PHARMACY OF THE CITY OF NY","63RD ANNUAL DINNER","EDUC;","DELMOMICO'S,NY","BOOKLET;COL;5X8;","ANNUAL DINNER","MENU IN FRENCH;PROGRAM LISTED;","1892-035",NA,NA,"1892-02-25","College Of Pharmacy Of The City Of Ny",NA,"","","complete",4,22,40.8089466,-73.9500581
"810",23013,"","EDWARD F. LANG'S LADIES' AND GENT'S LUNCH ROOM AND RESTAURANT","BREAKFAST AND SUPPER","COMMERCIAL","NY","FOLDER;ILL;6.5X10.5;","DAILY;","DECORATIONS ON FRONT COVER;TYPOGRAPHICAL ERROR ON BACK COVER,""PIES PER CUT 5 GENTS"";","1900-534",NA,NA,"1900-01-26","Edward F. Lang's Ladies' And Gent's Lunch Room And Restaurant",NA,"Dollars","$","complete",4,245,0,0
"811",23017,"","HOLLAND SOCIETY OF NEW YORK","14NTH ANNUAL DINNER","SOC;","SHERRY'S NY","BOOKLET; ILLUS; COL; 7 X 11;","ANNUAL","MENU IN DUTCH & ENGLISH; PROGRAM & SPEAKERS LISTED;","1899-122",NA,NA,"1899-01-11","Holland Society Of New York",NA,"","","complete",4,41,40.7524738,-73.9735347
"812",23018,"","IMPERIAL RESTAURANT","DINNER","COMMERCIAL","83 SECOND AVENUE, NY","BROADSIDE; 6.5 X 10;","","HANDWRITTEN; PRIXE FIXE DINNER WITH POULTRY; OTHER ITEMS PRICED TO ORDER;","1900-077",NA,NA,"1900-01-08","Imperial Restaurant",NA,"Dollars","$","complete",2,24,40.8622507,-73.8574775
"813",23019,"","FRIENDLY SONS OF ST PATRICK","107TH ANNIVESARY DINNER","REL;","DELMONICO'S NY","BOOKLE; ILLUS; COL; 5 X 6.5","ETH;","FRENCH; GREEN PRINT; LANDSCAPE, IRISH AND AMERICAN FLAGS, MOORE ON COVER; TOASTS;","1891-033",NA,NA,"1891-03-17","Friendly Sons Of St Patrick",NA,"","","complete",12,32,40.7596786,-73.9773475
"814",23025,"","CARLTON CLUB","DINNER","SOC;","BROOKYN NY","FOLDER; ILLUS; COL;5.5 X 7;","?","","1898-099",NA,NA,"1898-02-21","Carleton Club",NA,"","","complete",4,29,40.6748031,-73.9715346
"815",23029,"","NELSON HOUSE","DINNER","COMMERCIAL","POUGHKEEPSIE,NY","BROADSIDE; 4.5X7;","","","1895-079",NA,NA,"1895-04-29","Nelson House",NA,"","","complete",2,45,40.6698146,-73.9928884
"816",23030,"","THOUSAND ISLAND HOUSE","DINNER","","ALEXANDRA BAY,NY","FOLDER; 5X8; ILLUS;","","WINE LIST; ILLUS OF HOTEL; NOTE OF BOAT TRIP;","1880-020",NA,NA,"1880-09-28","Thousand Island House",NA,"","","complete",4,30,40.7427193,-73.6156511
"817",23050,"","PHILLIPS EXETER ACADEMY","SIXTEENTH ANNUAL DINNER OF NEW YORK ASSN OF ALUMNI","EDUC;","HOTEL MANHATTAN, NY","FOLDER; ILLUS; 5 X 8.75;","ANNIVERSARY;","CREST; RED PRINT; WINE; OFFICERS;","1898-129",NA,NA,"1898-03-25","Phillips Exeter Academy",NA,"","","complete",4,21,40.7463121,-74.1862893
"818",23052,"","TRINITY COLLEGE","ANNUAL DINNER OF THE NEW YORK ALUMNI","EDUC;","DELMONICO'S, NEW YORK, NY","BOOKLET; ILLUS; 4.5 x 6;","OTHER (ANNIVERSARY);","FRENCH; SILK RIBBON ATTACHMENT; DRAWING OF COLLEGE BUILDING ON COVER; INCLUDES COMMITTEE NAMES","1890-032",NA,NA,"1890-02-10","Trinity College",NA,"","","complete",8,21,40.7853613,-73.8252835
"819",23053,"","EMMA WILLARD ASSOCIATION","FIFTH ANNUAL BANQUET","EDUC;","WINDSOR HOTEL, [NY]","FOLDER; 4.5X7;","OTHER (ANNIV);","PROGRAM WITH SPEAKERS LISTED;","1895-175",NA,NA,"1895-10-30","Emma Willard Association",NA,"","","complete",2,14,0,0
"820",23054,"","INTERNATIONAL HOTEL","DINNER","COMMERCIAL","NIAGARA FALLS,NY","BOOKLET;ILLUS;COL;6X9.5;","","WINE LIST","1891-068",NA,NA,"1891-06-09","International Hotel",NA,"Dollars","$","complete",4,125,40.7690612,-73.9815768
"821",23060,"","ST. GEORGE'S SOCIETY OF THE CITY OF NEW YORK","HUNDRD & SIXTH ANNIVERSARY","PAT;","DELMONICO'S, NEW YORK, NY","BOOKLET; ILLUS; 4.25 X 6.25;","RITE (ANNIVERSARY);","FRENCH; EMBLEM OF SOCIETY ON COVER, ALSO DECORATIVE BORDERS; ITEMS ON TOASTS PROGRAM FOLLOWED BY SHAKESPERIAN PLAY QUOTATIONS; ""GOD SAVE THE QUEEN ON BACK COVER;","1892-056",NA,NA,"1892-04-23","St. George's Society Of The City Of New York",NA,"","","complete",4,18,40.752192,-73.972326
"822",23061,"","WOMAN'S PRESS CLUB","ST. VALENTINE'S DINNER","PROF;","HOTEL WINDSOR, FIFTH AVENUE, NY","BOOKLET; ILLUS; COL; 5 X 3.75;","SECULAR HOLIDAY;","CUPIDS; LADY AND MAN IN COLONIAL DRESS; VERSES; GOLD RIBBON;","1897-056",NA,NA,"1897-02-14","Woman's Press Club",NA,"","","complete",2,23,40.9826371,-74.1267711
"823",23068,"","EMPLOYING BOOKBINDERS ASSOCIATION OF NEW YORK","NINTH ANNUAL DINNER","COMMERCIAL","SAVOY HOTEL, NEW YORK, NY","BOOKLET; ILLUS; COL; 3X5;","ANNIVERSARY;","MENU IN FRENCH, EACH MENU ITEM FOLLOWED BY LITERARY QUOTATION; PHOTOGRAPHS OF PREVIOUS PRESIDENTS INCLUDED; OFFICERS AND COMMITTEES LISTED; SPEAKERS AND LIST OF MEMBERS INCLUDED; SONGS; THIS IS A PERFECT  MINIATURE BOOK PRINTED ON BEAUTIFUL PAPER;","1906-098",NA,NA,"1906-01-27","Employing Bookbinders Association Of New York",NA,"","","complete",46,16,40.7156489,-73.9354679
"824",23069,"","COMMISSIONER OF VENEZUELA NAPOLEON DOMINICI","BANQUET FOR JOHN ROONEY AND FRIENDS","GOVT;","DELMONICO'S, NY;","BOOKLET; ILLUS; 4.4 X 6.25;","COMPLIMENTARY/TESTIMONIAL","U.S. AND VENEZUELAN FLAGS; WINES; CIGARETTES; SPEECHES; MAROON TASSELS; FRENCH;","1892-014",NA,NA,"1892-01-19","Commissioner Of Venezuela Napoleon Dominici",NA,"","","complete",8,29,0,0
"825",23075,"","FRANKFURTER GASTWIRTHE VEREIN","SPECIAL MENU","COMMERCIAL","PALMENGARTEN,(GERMANY)","BOOKLET;ILL;COL;7X9.75;","ANNIVERSARY;(FIFTH OF FOUNDING);","ITEMS PRICED,SEPARATE WINE LIST PRICED;NOTE ON BOTTOM OF MENU IN CASE OF TROUBLE TO LEAVE THE NUMBER OF THE SERVER;","1899-246",NA,NA,"1899-03-13","Frankfurter Gastwirthe Verein",NA,"Deutsche Marks","DM","complete",4,75,0,0
"826",23077,"","AU CHAT NOIR HOTEL AND RESTAURANT","TABLE D'HOTE","COMMERCIAL","32 WEST 28TH STREET AND 551 WEST BROADWAY, HALF BLOCK FROM BLEECKER L STATION, NEW YORK, [NY]","BROADSHEET; 5.5X7.0; ILLUS;","","ILLUS, BLACK CAT IN CHEF'S APRON AND HAT HOLDING PEN AND NOTICE BOARD; MENU HAND WRITTEN ON PRINTED MENU CARD;","1900-873",NA,NA,"1900-02-11","Au Chat Noir Hotel And Restaurant",NA,"Dollars","$","complete",2,17,40.7679531,-73.9687753
"827",23079,"","WESTCHESTER HUNTING CLUB","DINNER","SOC;","UNION CLUB NY","BROADSIDE;ILLUS;5.25X7.5;","?","","1893-130",NA,NA,"1893-12-09","Westchester Hunting Club",NA,"","","complete",2,18,40.61447,-73.714796
"828",23082,"","NEW YORK POST-GRADUATE MEDICAL SCHOOL","FOURTH ANNUAL DINNER","PROF;","HOTEL BRUNSWICK NY","FOLDER; 4.5X7.25;","OTHER (SOCIAL?)","SEAL OF SCHOOL ON BACK OF COVER; TOASTS; MUSIC;","1889-053",NA,NA,"1889-05-23","New York Post Graduate Medical School",NA,"","","complete",4,24,40.7420088,-73.9742282
"829",23086,"","TROY HOUSE","DAILY MENU","","[TROY, NY]","FOLDER","","INCLUDES WINE LIST","1856-001",NA,NA,"1856-10-10","Troy House",NA,"Dollars","$","complete",4,101,40.8708732,-74.4288491
"830",23087,"","WALDORF-ASTORIA","A LA CARTE MENU","COMMERCIAL","NYC","FOLDER;ILLUS;6.25X9.5;","DAILY","MENU IN BOTH FRENCH & ENGLISH; ALL ITEMS PRICED SEPARATELY;","1907-876",NA,NA,"1905-10-12","Waldorf Astoria",NA,"Dollars","$","complete",4,316,40.7565217,-73.9741521
"831",23094,"","(NOT NOTED)","NO. IV OF FIVE SUBSCRIPTION COTILLIONS","SOC?;","SHERRY'S [NY]","CARD;3.5 X 5.25;","OTHER (SOC?);","FRENCH; EVENT NOTED BY FEB;","1901-378",NA,NA,"1901-02-15","Sherry's",NA,"","","complete",2,19,40.7643133,-73.9725243
"832",23097,"","SHERIFF'S JURY SECOND PANEL","DINNER","POL;","DELMONICO'S,[NY]","BOOKLET;ILL;COL;4.25X6.5;","BANQUET;","MENU IN FRENCH;WINES SERVED;EACH COURSE ON A SEPERATE PAGE WITH QUOTATIONS;MEMBERS LISTED;SEATING PLAN ATTACHED;","1899-151",NA,NA,"1899-01-26","Sheriff's Jury Second Panel",NA,"","","complete",36,30,0,0
"833",23110,"","BRITISH SCHOOLS AND UNIVERSITIES CLUB OF NEW YORK","BREAKFAST","EDUC;","HOLLAND HOUSE [NY]","CARD; 4.25 X 6;","OTHER (SOC?);","PRICED WINE LIST ON BACK;","1899-834",NA,NA,"1899-12-14","British Schools And Universities Club Of New York",NA,"Dollars","$","complete",2,29,40.7505131,-73.9802386
"834",23112,"","NINTH REGIMENT ARMORY","DINNER","MIL;","RECTOR'S ,NY","BROADSIDE; ILLUS; 5X8;","?","PHOTO OF ARMORY;","1905-322",NA,NA,"1905-04-29","Ninth Regiment Armory",NA,"","","complete",2,21,40.7412213,-73.9838806
"835",23113,"","ADELPHIC COUNCIL NO.7","DINNER IN HONOR OF GEORGE MCGOWN OF PALMYRA NY","SOC;","MASONIC HALL NY","CARD; ILLUS; 4.5X7.75","COMPLIMENTARY/TESTIMONIAL","SEAL OF ORGANIZATION (MASONIC?), WINES;","1895-106",NA,NA,"1895-06-01","Adelphic Council No.7",NA,"","","complete",2,17,0,0
"836",23118,"","AMERICAN STREET RAILWAY ASSOCIATION","9TH ANNUAL BANQUET","PROF;","HOTEL IROQUOIS,BUFFALO,NY","4 PAGE BOOKLET;ILLUS COVER;6.25 X 9;","ANNUAL BANQUET","MENU IN FRENCH;INCLUDES PROGRAM &LIST OF OFFICERS;","1890-092",NA,NA,"1890-10-16","American Street Railway Association",NA,"","","complete",12,30,40.6371773,-73.9712271
"837",23134,"","ASSOCIATION OF THE BAR OF THE BOROUGH OF THE BRONX IN THE CITY OF NEW YORK","ANNUAL BANQUET","PROF;","BRONXLAND HOTEL, BRONX, NY","FOLDER; COL; 5.25X7;","ANNIVERSARY;","INCLUDES WINES SERVED WITH INDIVIDUAL COURSES; POSTPRANDIAL AND TOASTS; OFFICERS AND COMMITTEES LISTED; ASSOCIATION INSIGNIA ON COVER;","1906-385",NA,NA,"1906-04-18","Association Of The Bar Of The Borough Of The Bronx In The City Of New York",NA,"","","complete",4,19,40.8262149,-73.9235478
"838",23136,"","H.D. BRISTOL'S OYSTER & CHOP HOUSE","BILL OF FARE","COMMERCIAL","362 SIXTH AVE. NY","FOLDER; COL; 6.5 X 9.5;","DAILY;","FOOD ITEMS ALL PRICED; WINE LIST ON BACK;","1900-107",NA,NA,"1900-01-10","H.D. Bristol's Oyster & Chop House",NA,"Dollars","$","complete",4,389,41.027027,-73.626538
"839",23139,"","FIFTH AVE. HOTEL","DINNER","COMMERCIAL","23RD ST NY","BROADSIDE; 5.5 X 8.5;","","","1897-158",NA,NA,"1897-05-02","Fifth Ave. Hotel",NA,"","","complete",2,70,40.752839,-73.98095
"840",23140,"","UNION LEAGUE CLUB","SPECIAL DEWEY LUNCH","SOC;","NEW YORK [NY]","CARD; 4.25 X 6.25;","COMPLIMENTARY/TESTIMONIAL","PRICED MENU; NOTE OF PLACE HANDWRITTEN BY FNB;","1899-590",NA,NA,"1899-09-30","Union League Club",NA,"Dollars","$","complete",2,33,40.7489557,-73.9803779
"841",23141,"","HOTEL CHAMPLAIN","DINNER","COMMERCIAL","CLINTON COUNTY NY","FOLDER; 5 X 8;","","SEAL OF HEAD OF CHAMPLAIN DATED 1608; TWO MENUS 1891/08/20 AND O8/21;","1891-083",NA,NA,"1891-08-20","Hotel Champlain",NA,"","","complete",4,40,40.7412863,-73.9915822
"842",23143,"","ST. DAVID'S SOCIETY OF THE STATE OF NY","DINNER FOR HON. ANTHONY HOWELLS","SOC;","CLARK'S [NYC?]","CARD; 3.5 X 6;","COMPLIMENTARY/TESTIMONIAL","FRENCH;","1893-081",NA,NA,"1893-06-29","St. David's Society Of The State Of Ny",NA,"","","complete",2,16,40.7829067,-73.9582123
"843",23144,"","PETER TIVNAN LUNCH CO.","DAILY MENU","COMMERCIAL","GRAND CENTRAL LUNCH ROOMS, NEW YORK,NY","CARD;5X9.25;","","RUBBER STAMPED ITEMS INSERTED WITH NO APPARENT SYSTEM;ALWAYS OPEN;TRAIN LUNCHES A SPECIALTY;","1900-728",NA,NA,"1900-02-05","Peter Tivnan Lunch Co.",NA,"Dollars","$","complete",2,271,0,0
"844",23150,"","HOTEL ALBERT","DINNER","COMMERCIAL","ELEVENTH ST. AND UNIVERSITY PLACE, NEW YORK, NY","FOLDER; 6.825X10.5;","","FULLY PRICED MENU; HALF PORTION PRICES ON SELECTED ITEMS; SPECIAL DINNER PRIX FIXE; PRICED WINE LIST;","1900-135",NA,NA,"1900-01-10","Hotel Albert",NA,"Dollars","$","complete",4,408,40.5233448,-74.3223555
"845",23151,"","LEON FLOURET CAFE & HOTEL","BREAKFAST & LUNCHEON","COMMERCIAL","NEW YORK, NY","FOLDER; 7X10.75;","OTHER (DAILY MENU);","FRENCH & ENGLISH; DINNER, $1.25; VERY, VERY EXTENSIVE PRICED WINE LIST;","1900-171",NA,NA,"1900-01-11","Leon Flouret Cafe & Hotel",NA,"Dollars","$","complete",4,281,0,0
"846",23158,"","PARK AVENUE HOTEL","HALF PORTION BREAKFAST","COMMERCIAL","NEW YORK, NY","CARD; ILLUS; COL; 4.25X7.75;","","A LA CARTE MENU; [DATE INFO SUPPLIED BY FEB]; HOTEL MONOGRAM AT TOP OF MENU;","1900-5010",NA,NA,"1900-12-12","Park Avenue Hotel",NA,"Dollars","$","complete",2,95,40.7498972,-73.9797165
"847",23167,"","HOTEL ST. ANDREW","SPECIAL DISHES OF TO-DAY","COMMERCIAL","[NEW YORK, NY]","CARD; 4.25X6.75;","","HAND WRITTEN PRICED MENU;","1900-593",NA,NA,"1900-01-29","Hotel St. Andrew",NA,"Dollars","$","complete",2,21,40.788177,-73.725245
"848",23172,"","SMITH & MCNELLS","SUNDAY DINNER","COMMERCIAL","LADIES AND GENTLEMEN'S DINING ROOM, NEW YORK, NY [?]","FOLDER; ILLUS; 7.25X11.25;","","A LA CARTE MENU FOR ""SIDE ROOM;"" EXTENSIVE PRICED WINE LIST ON BACK OF MENU; ILLUSTRATION OF HOTEL ON COVER; [DATE INFO SUPPLIED BY FEB]; HOTEL LOCATED ON WASHINGTON ST (POSSIBLY NEW YORK);","1908-037",NA,NA,"1908-01-12","Smith & Mcnells",NA,"Dollars","$","complete",4,411,40.771536,-73.981646
"849",23174,"","MURRAY HILL HOTEL","[LUNCH]","COMMERCIAL","NY","BOOKLET; HOTEL EMBLEM IN GOLD; WINE COLOR COVER; 4.25 X 8;","DAILY","6 PAGES OF FOOD ITEMS WITH PRICES;","1900-218",NA,NA,"1900-01-13","Murray Hill Hotel",NA,"Dollars","$","complete",16,388,40.699073,-74.403362
"850",23176,"","THE WALDORF","SUPPER MENU","COMMERCIAL","[NEW YORK, NY?]","BROADSHEET; 6X8.5;","","DAILY MENU;","1896-075",NA,NA,"1896-04-09","The Waldorf",NA,"Dollars","$","complete",2,134,40.7565217,-73.9741521
"851",23181,"","CIRCULO COLON-CERVANTES","GALA BALL IN HONOR OF THEIR ROYAL HIGHNESSES INFANTA DONA EULALIA AND INFANTE DON ANTONIO","SOC;","MADISON SQUARE CONCET HALL, NEW YORK, NY","BOOKLET; ILLUS; 6.5X9;","COMPLIMENTARY/TESTIMONIAL","INCLUDES WINES SERVED WITH EACH COURSE; ILLUSTRATION OF SEAL OF SPAIN AND ALSO THE CLUB; SILK RIBBON ATTACHMENTS","1893-071",NA,NA,"1893-05-23","Circulo Colon Cervantes",NA,"","","complete",4,30,0,0
"852",23183,"","THE UNIVERSALIST CLUB","[DINNER]","SOCIAL","NY","BROADSIDE;ILLUS;4.5 X 7;","","MENU IN FRENCH;","1896-114",NA,NA,"1896-05-25","The Universalist Club",NA,"","","complete",2,16,41.0571908,-73.5370804
"853",23185,"","FLAT IRON RESTAURANT AND CAFE","DINNER SPECIALS","COMMERCIAL","NEW YORK, NY","CARD; ILLUS; COL; 6.6X12;","","A LA CARTE DINNER MENU; DECORATIVE SKETCHES ON MENU;","1907-142",NA,NA,"1907-01-28","Flat Iron Restaurant And Cafe",NA,"Dollars","$","complete",2,49,40.7411807,-73.9893144
"854",23195,"","THE ORIENTAL","BREAKFAST","COMMERCIAL","MANHATTAN BEACH, LONG ISLAND [NY]","CARD; ILLUS; 5X6,75;","","PICTURE OF HOTEL AND BOAT;","1895-105",NA,NA,"1895-06-01","The Oriental",NA,"","","complete",2,89,40.3474292,-74.3071437
"855",23197,"","EDWARD F. LANGS'S LADIES' AND GENTS LUNCH ROOM AND RESTAURANT","DAILY MENU","COMMERCIAL","139 EIGHTH STREET,  NY","FOLDER; 6.5 X 10.5;","","PRICED MENU; NOTE ABOUT PURITY OF WATER;;","1900-451",NA,NA,"1900-01-22","Edward F. Langs's Ladies' And Gents Lunch Room And Restaurant",NA,"Dollars","$","complete",4,256,0,0
"856",23205,"","WALDORF-ASTORIA","DINER","COMMERCIAL","NY","BROADSHEET; PHOTO; 6.25 X 9.25;","?","PHOTO OF THOMAS M. HILLIARD; ENTIRE MENU IN FRENCH; PRICES LISTED FOR EACH ITEM;","1897-309",NA,NA,"1897-11-19","Waldorf Astoria",NA,"Dollars","$","complete",2,186,40.7565217,-73.9741521
"857",23217,"","HARLEM MUNICIPAL OWNERSHIP CLUB","FIRST ANNIVERSARY DINNER","PROF;","1822 MADISON AVENUE, NEW YORK, NY","FOLDER; ILLUS; 6X9;","ANNIVERSARY;","WINES LISTED; TOASTS, OFFICERS, TRUSTEES AND EXECUTIVE BOARD LISTED;","1906-482",NA,NA,"1906-05-23","Harlem Municipal Ownership Club",NA,"","","complete",8,19,40.5273735,-74.3937438
"858",23221,"","HOTEL ST. ANDREW","DINNER","COMMERCIAL","NEW YORK,[NY]","FOLDER; 6.75X11.25;","","PRICED A LA CARTE MENU;","1900-588",NA,NA,"1900-01-29","Hotel St. Andrew",NA,"Dollars","$","complete",4,334,40.788177,-73.725245
"859",23223,"","VETERAN ASSOCIATION OF THE 5TH NY ARTILLERY VOLUNTEERS","BANQUET TO COLONEL WILLIAM HENRY BOYLE[RETIRED]","MIL;","HOTEL ST. DENIS,NY","BOOKLET; PHOTOGRAPH ON COVER; 8 X 10;","COMPLIMENTARY/TESTIMONIAL","ALL SPEAKERS LISTED; ALL COMMITTEE MEMBERS INCLUDED;","1901-116",NA,NA,"1901-01-17","Veteran Association Of The 5th Ny Artillery Volunteers",NA,"","","complete",2,0,40.7323876,-73.9915265
"860",23229,"","TRAINOR'S HOTEL RESTAURANT","BREAKFAST","COMMERCIAL","1289 B'WAY  NY","FOLDER; ILLUS; COL; 6.5 X 11;","DAILY","COMPLETE WINE LIST ON BACK;","1900-811",NA,NA,"1900-02-08","Trainor's Hotel Restaurant",NA,"Dollars","$","complete",4,426,40.5859182,-73.6921282
